cue	response	R1	N	R1.Strength
administrativo	papeles	4	69	0.0579710144927536
administrativo	aburrido	3	69	0.0434782608695652
administrativo	empleado	3	69	0.0434782608695652
administrativo	burocracia	2	69	0.0289855072463768
administrativo	cargo	2	69	0.0289855072463768
administrativo	ejecutivo	2	69	0.0289855072463768
administrativo	secretaria	2	69	0.0289855072463768
administrativo	secretario	2	69	0.0289855072463768
administrativo	acto	1	69	0.0144927536231884
administrativo	adminidtrar	1	69	0.0144927536231884
administrativo	administrador	1	69	0.0144927536231884
administrativo	administrar	1	69	0.0144927536231884
administrativo	adquirir	1	69	0.0144927536231884
administrativo	banco	1	69	0.0144927536231884
administrativo	burocrático	1	69	0.0144927536231884
administrativo	coherente	1	69	0.0144927536231884
administrativo	contable	1	69	0.0144927536231884
administrativo	corbata	1	69	0.0144927536231884
administrativo	depende	1	69	0.0144927536231884
administrativo	dirigir	1	69	0.0144927536231884
administrativo	eficaz	1	69	0.0144927536231884
administrativo	empleado público	1	69	0.0144927536231884
administrativo	empresa	1	69	0.0144927536231884
administrativo	funcionario	1	69	0.0144927536231884
administrativo	inútil	1	69	0.0144927536231884
administrativo	jefa	1	69	0.0144927536231884
administrativo	mujer	1	69	0.0144927536231884
administrativo	ñoqui	1	69	0.0144927536231884
administrativo	oficinista	1	69	0.0144927536231884
administrativo	oficio	1	69	0.0144927536231884
administrativo	ordenar	1	69	0.0144927536231884
administrativo	organizador	1	69	0.0144927536231884
administrativo	organizar	1	69	0.0144927536231884
administrativo	organizativo	1	69	0.0144927536231884
administrativo	persona	1	69	0.0144927536231884
administrativo	recepción	1	69	0.0144927536231884
administrativo	responsabilidad	1	69	0.0144927536231884
administrativo	secretarios	1	69	0.0144927536231884
administrativo	teléfonos	1	69	0.0144927536231884
administrativo	trabajador	1	69	0.0144927536231884
admirable	bueno	5	67	0.0746268656716418
admirable	ejemplar	3	67	0.0447761194029851
admirable	encomiable	3	67	0.0447761194029851
admirable	hermoso	3	67	0.0447761194029851
admirable	loable	3	67	0.0447761194029851
admirable	admiración	2	67	0.0298507462686567
admirable	genial	2	67	0.0298507462686567
admirable	grande	2	67	0.0298507462686567
admirable	orgullo	2	67	0.0298507462686567
admirable	respetable	2	67	0.0298507462686567
admirable	respeto	2	67	0.0298507462686567
admirable	sorprendente	2	67	0.0298507462686567
admirable	amarillo	1	67	0.0149253731343284
admirable	arte	1	67	0.0149253731343284
admirable	belleza	1	67	0.0149253731343284
admirable	besable	1	67	0.0149253731343284
admirable	brillo	1	67	0.0149253731343284
admirable	capaz	1	67	0.0149253731343284
admirable	cósmico	1	67	0.0149253731343284
admirable	dignidad	1	67	0.0149253731343284
admirable	ejemplo	1	67	0.0149253731343284
admirable	elogiable	1	67	0.0149253731343284
admirable	envidiable	1	67	0.0149253731343284
admirable	espléndido	1	67	0.0149253731343284
admirable	estupendo	1	67	0.0149253731343284
admirable	famoso	1	67	0.0149253731343284
admirable	flor	1	67	0.0149253731343284
admirable	genialidad	1	67	0.0149253731343284
admirable	genio	1	67	0.0149253731343284
admirable	idealizar	1	67	0.0149253731343284
admirable	Indio solari	1	67	0.0149253731343284
admirable	libro	1	67	0.0149253731343284
admirable	médicos	1	67	0.0149253731343284
admirable	memorable	1	67	0.0149253731343284
admirable	mirar	1	67	0.0149253731343284
admirable	padres	1	67	0.0149253731343284
admirable	Perón	1	67	0.0149253731343284
admirable	persona	1	67	0.0149253731343284
admirable	personaje	1	67	0.0149253731343284
admirable	placer	1	67	0.0149253731343284
admirable	ponderado	1	67	0.0149253731343284
admirable	prócer	1	67	0.0149253731343284
admirable	racional	1	67	0.0149253731343284
admirable	remarcable	1	67	0.0149253731343284
admirable	seguir	1	67	0.0149253731343284
admirable	sustentable	1	67	0.0149253731343284
admirable	único	1	67	0.0149253731343284
admirable	virtuoso	1	67	0.0149253731343284
admiración	amor	6	68	0.0882352941176471
admiración	héroe	4	68	0.0588235294117647
admiración	respeto	4	68	0.0588235294117647
admiración	fanatismo	3	68	0.0441176470588235
admiración	idolatría	3	68	0.0441176470588235
admiración	ídolo	3	68	0.0441176470588235
admiración	admirar	2	68	0.0294117647058824
admiración	adoración	2	68	0.0294117647058824
admiración	papá	2	68	0.0294117647058824
admiración	persona	2	68	0.0294117647058824
admiración	actriz	1	68	0.0147058823529412
admiración	admiración	1	68	0.0147058823529412
admiración	anhelo	1	68	0.0147058823529412
admiración	aprecio	1	68	0.0147058823529412
admiración	autoridad	1	68	0.0147058823529412
admiración	brillante	1	68	0.0147058823529412
admiración	contemplacion	1	68	0.0147058823529412
admiración	devoción	1	68	0.0147058823529412
admiración	docente	1	68	0.0147058823529412
admiración	ejemplo	1	68	0.0147058823529412
admiración	estima	1	68	0.0147058823529412
admiración	falsa	1	68	0.0147058823529412
admiración	fama	1	68	0.0147058823529412
admiración	genio	1	68	0.0147058823529412
admiración	grandeza	1	68	0.0147058823529412
admiración	halago	1	68	0.0147058823529412
admiración	honrar	1	68	0.0147058823529412
admiración	idealizar	1	68	0.0147058823529412
admiración	idolatrís	1	68	0.0147058823529412
admiración	ilustre	1	68	0.0147058823529412
admiración	lindo	1	68	0.0147058823529412
admiración	loas	1	68	0.0147058823529412
admiración	mirar	1	68	0.0147058823529412
admiración	nada	1	68	0.0147058823529412
admiración	orgullo	1	68	0.0147058823529412
admiración	papa	1	68	0.0147058823529412
admiración	papeles	1	68	0.0147058823529412
admiración	premio novel	1	68	0.0147058823529412
admiración	profesional	1	68	0.0147058823529412
admiración	reconocimiento	1	68	0.0147058823529412
admiración	rey	1	68	0.0147058823529412
admiración	sentimiento	1	68	0.0147058823529412
admiración	signo	1	68	0.0147058823529412
admiración	suspiro	1	68	0.0147058823529412
admiración	título	1	68	0.0147058823529412
admiración	tributo	1	68	0.0147058823529412
admiración	veneración	1	68	0.0147058823529412
admirado	elogiado	7	66	0.106060606060606
admirado	querido	5	66	0.0757575757575758
admirado	alabado	4	66	0.0606060606060606
admirado	idolatrado	4	66	0.0606060606060606
admirado	adorado	3	66	0.0454545454545455
admirado	famoso	3	66	0.0454545454545455
admirado	reconocido	3	66	0.0454545454545455
admirado	amado	2	66	0.0303030303030303
admirado	mirado	2	66	0.0303030303030303
admirado	respetado	2	66	0.0303030303030303
admirado	aclamado	1	66	0.0151515151515152
admirado	alavar	1	66	0.0151515151515152
admirado	apreciado	1	66	0.0151515151515152
admirado	apreciados	1	66	0.0151515151515152
admirado	apresiado	1	66	0.0151515151515152
admirado	arado	1	66	0.0151515151515152
admirado	artistas	1	66	0.0151515151515152
admirado	atractivo	1	66	0.0151515151515152
admirado	brillante	1	66	0.0151515151515152
admirado	bueno	1	66	0.0151515151515152
admirado	cantante	1	66	0.0151515151515152
admirado	codiciado	1	66	0.0151515151515152
admirado	deseo	1	66	0.0151515151515152
admirado	deslumbrado	1	66	0.0151515151515152
admirado	devoción	1	66	0.0151515151515152
admirado	estimado	1	66	0.0151515151515152
admirado	excelso	1	66	0.0151515151515152
admirado	genio	1	66	0.0151515151515152
admirado	grande	1	66	0.0151515151515152
admirado	halagado	1	66	0.0151515151515152
admirado	ídolo	1	66	0.0151515151515152
admirado	importante	1	66	0.0151515151515152
admirado	lindo	1	66	0.0151515151515152
admirado	maravillado	1	66	0.0151515151515152
admirado	orgullo	1	66	0.0151515151515152
admirado	respetado y estimado	1	66	0.0151515151515152
admirado	teniente	1	66	0.0151515151515152
admirado	triunfador	1	66	0.0151515151515152
admirado	vanidoso	1	66	0.0151515151515152
admirado	virtuoso	1	66	0.0151515151515152
admirado	yo	1	66	0.0151515151515152
admirar	adorar	7	67	0.104477611940299
admirar	idolatrar	4	67	0.0597014925373134
admirar	querer	4	67	0.0597014925373134
admirar	respetar	4	67	0.0597014925373134
admirar	apreciar	3	67	0.0447761194029851
admirar	belleza	3	67	0.0447761194029851
admirar	gustar	3	67	0.0447761194029851
admirar	ídolo	3	67	0.0447761194029851
admirar	amar	2	67	0.0298507462686567
admirar	mirar	2	67	0.0298507462686567
admirar	persona	2	67	0.0298507462686567
admirar	abuela	1	67	0.0149253731343284
admirar	adulara	1	67	0.0149253731343284
admirar	alabar	1	67	0.0149253731343284
admirar	asombrar	1	67	0.0149253731343284
admirar	bello	1	67	0.0149253731343284
admirar	bondad	1	67	0.0149253731343284
admirar	brillante	1	67	0.0149253731343284
admirar	celebridad	1	67	0.0149253731343284
admirar	depende	1	67	0.0149253731343284
admirar	dios	1	67	0.0149253731343284
admirar	ejemplo	1	67	0.0149253731343284
admirar	elogiar	1	67	0.0149253731343284
admirar	embelesar	1	67	0.0149253731343284
admirar	encantar	1	67	0.0149253731343284
admirar	encanto	1	67	0.0149253731343284
admirar	fan	1	67	0.0149253731343284
admirar	fanático	1	67	0.0149253731343284
admirar	fanatismo	1	67	0.0149253731343284
admirar	fanatizar	1	67	0.0149253731343284
admirar	gente	1	67	0.0149253731343284
admirar	glorificar	1	67	0.0149253731343284
admirar	inteligencia	1	67	0.0149253731343284
admirar	lindo	1	67	0.0149253731343284
admirar	loar	1	67	0.0149253731343284
admirar	modelo	1	67	0.0149253731343284
admirar	mucho	1	67	0.0149253731343284
admirar	ojos	1	67	0.0149253731343284
admirar	pedestal	1	67	0.0149253731343284
admirar	sentimiento	1	67	0.0149253731343284
admirar	soñar	1	67	0.0149253731343284
admitir	aceptar	17	69	0.246376811594203
admitir	permitir	8	69	0.115942028985507
admitir	reconocer	7	69	0.101449275362319
admitir	verdad	6	69	0.0869565217391304
admitir	decir	3	69	0.0434782608695652
admitir	aprobar	2	69	0.0289855072463768
admitir	dimitir	2	69	0.0289855072463768
admitir	error	2	69	0.0289855072463768
admitir	acceder	1	69	0.0144927536231884
admitir	acepto	1	69	0.0144927536231884
admitir	admision	1	69	0.0144927536231884
admitir	aseveró	1	69	0.0144927536231884
admitir	asumir	1	69	0.0144927536231884
admitir	bueno	1	69	0.0144927536231884
admitir	cerrar	1	69	0.0144927536231884
admitir	confesar	1	69	0.0144927536231884
admitir	culpabilidad	1	69	0.0144927536231884
admitir	declaración	1	69	0.0144927536231884
admitir	demora	1	69	0.0144927536231884
admitir	elegir	1	69	0.0144927536231884
admitir	embarazoso	1	69	0.0144927536231884
admitir	examen	1	69	0.0144927536231884
admitir	facultad	1	69	0.0144927536231884
admitir	hacerse cargo	1	69	0.0144927536231884
admitir	honesto	1	69	0.0144927536231884
admitir	perdonar	1	69	0.0144927536231884
admitir	posibilidad	1	69	0.0144927536231884
admitir	realidad	1	69	0.0144927536231884
admitir	sinceridad	1	69	0.0144927536231884
admitir	sincero	1	69	0.0144927536231884
ADN	genética	12	68	0.176470588235294
ADN	gen	6	68	0.0882352941176471
ADN	sangre	6	68	0.0882352941176471
ADN	ciencia	4	68	0.0588235294117647
ADN	identidad	3	68	0.0441176470588235
ADN	célula	2	68	0.0294117647058824
ADN	genes	2	68	0.0294117647058824
ADN	información	2	68	0.0294117647058824
ADN	acido desoxi ribonucleico	1	68	0.0147058823529412
ADN	acido desoxido ribonucleico	1	68	0.0147058823529412
ADN	acido desoxiribonucleico	1	68	0.0147058823529412
ADN	acido desoxirribonucleico	1	68	0.0147058823529412
ADN	ácido recibonucleico	1	68	0.0147058823529412
ADN	acido ribo nucleico	1	68	0.0147058823529412
ADN	acidodesoxiribonucleico	1	68	0.0147058823529412
ADN	acidodesoxirribonucleico	1	68	0.0147058823529412
ADN	acidorribonucleico	1	68	0.0147058823529412
ADN	ada	1	68	0.0147058823529412
ADN	arn	1	68	0.0147058823529412
ADN	ARN	1	68	0.0147058823529412
ADN	cadena	1	68	0.0147058823529412
ADN	características	1	68	0.0147058823529412
ADN	células	1	68	0.0147058823529412
ADN	conformación	1	68	0.0147058823529412
ADN	cuerpo humano	1	68	0.0147058823529412
ADN	espiral	1	68	0.0147058823529412
ADN	examen	1	68	0.0147058823529412
ADN	familia	1	68	0.0147058823529412
ADN	familiar	1	68	0.0147058823529412
ADN	herencia	1	68	0.0147058823529412
ADN	hijos	1	68	0.0147058823529412
ADN	importante	1	68	0.0147058823529412
ADN	nuestro	1	68	0.0147058823529412
ADN	padre	1	68	0.0147058823529412
ADN	parentesco	1	68	0.0147058823529412
ADN	paternidad	1	68	0.0147058823529412
ADN	raíz	1	68	0.0147058823529412
ADN	sustancia	1	68	0.0147058823529412
ADN	vida	1	68	0.0147058823529412
adobe	barro	15	62	0.241935483870968
adobe	casa	8	62	0.129032258064516
adobe	condimento	4	62	0.0645161290322581
adobe	ladrillo	4	62	0.0645161290322581
adobe	photoshop	3	62	0.0483870967741935
adobe	rancho	3	62	0.0483870967741935
adobe	pizza	2	62	0.032258064516129
adobe	Acrobat	1	62	0.0161290322580645
adobe	adobo	1	62	0.0161290322580645
adobe	adoquín	1	62	0.0161290322580645
adobe	adore	1	62	0.0161290322580645
adobe	antivirus	1	62	0.0161290322580645
adobe	árbol	1	62	0.0161290322580645
adobe	bqrro	1	62	0.0161290322580645
adobe	casas	1	62	0.0161290322580645
adobe	chrome	1	62	0.0161290322580645
adobe	condimente	1	62	0.0161290322580645
adobe	diseño	1	62	0.0161290322580645
adobe	fertilizante	1	62	0.0161290322580645
adobe	flash	1	62	0.0161290322580645
adobe	flash player	1	62	0.0161290322580645
adobe	impresora	1	62	0.0161290322580645
adobe	jabón	1	62	0.0161290322580645
adobe	ladrillos	1	62	0.0161290322580645
adobe	page maker	1	62	0.0161290322580645
adobe	pdf	1	62	0.0161290322580645
adobe	programa	1	62	0.0161290322580645
adobe	read	1	62	0.0161290322580645
adobe	reader	1	62	0.0161290322580645
adobe	tierra	1	62	0.0161290322580645
adoctrinamiento	enseñanza	7	65	0.107692307692308
adoctrinamiento	militancia	3	65	0.0461538461538462
adoctrinamiento	política	3	65	0.0461538461538462
adoctrinamiento	adiestrar	2	65	0.0307692307692308
adoctrinamiento	entrenamiento	2	65	0.0307692307692308
adoctrinamiento	manipular	2	65	0.0307692307692308
adoctrinamiento	sumisión	2	65	0.0307692307692308
adoctrinamiento	autoritarismo	1	65	0.0153846153846154
adoctrinamiento	condicionamiento	1	65	0.0153846153846154
adoctrinamiento	convencimiento	1	65	0.0153846153846154
adoctrinamiento	correcto	1	65	0.0153846153846154
adoctrinamiento	deserebrados	1	65	0.0153846153846154
adoctrinamiento	dictaduras	1	65	0.0153846153846154
adoctrinamiento	digma	1	65	0.0153846153846154
adoctrinamiento	disciplina	1	65	0.0153846153846154
adoctrinamiento	doctrina	1	65	0.0153846153846154
adoctrinamiento	educación	1	65	0.0153846153846154
adoctrinamiento	emparejar	1	65	0.0153846153846154
adoctrinamiento	empobrecimiento	1	65	0.0153846153846154
adoctrinamiento	encacillamiento	1	65	0.0153846153846154
adoctrinamiento	ensenar	1	65	0.0153846153846154
adoctrinamiento	enseñar	1	65	0.0153846153846154
adoctrinamiento	esclavitud	1	65	0.0153846153846154
adoctrinamiento	estado	1	65	0.0153846153846154
adoctrinamiento	formado	1	65	0.0153846153846154
adoctrinamiento	forzar	1	65	0.0153846153846154
adoctrinamiento	ideas	1	65	0.0153846153846154
adoctrinamiento	ideología	1	65	0.0153846153846154
adoctrinamiento	imponer	1	65	0.0153846153846154
adoctrinamiento	inculcar	1	65	0.0153846153846154
adoctrinamiento	inculcar pensamientos	1	65	0.0153846153846154
adoctrinamiento	instrucción	1	65	0.0153846153846154
adoctrinamiento	lavado de cabeza	1	65	0.0153846153846154
adoctrinamiento	lavado de cerebro	1	65	0.0153846153846154
adoctrinamiento	lección	1	65	0.0153846153846154
adoctrinamiento	límite	1	65	0.0153846153846154
adoctrinamiento	militar	1	65	0.0153846153846154
adoctrinamiento	militarización	1	65	0.0153846153846154
adoctrinamiento	poder	1	65	0.0153846153846154
adoctrinamiento	político	1	65	0.0153846153846154
adoctrinamiento	poltica	1	65	0.0153846153846154
adoctrinamiento	propaganda	1	65	0.0153846153846154
adoctrinamiento	reclutamiento	1	65	0.0153846153846154
adoctrinamiento	reclutar	1	65	0.0153846153846154
adoctrinamiento	rectitud	1	65	0.0153846153846154
adoctrinamiento	régimen	1	65	0.0153846153846154
adoctrinamiento	reglas	1	65	0.0153846153846154
adoctrinamiento	rigidez	1	65	0.0153846153846154
adoctrinamiento	socialismo	1	65	0.0153846153846154
adoctrinamiento	subordinación	1	65	0.0153846153846154
adoctrinamiento	teología	1	65	0.0153846153846154
adolecer	dolor	13	59	0.220338983050847
adolecer	sufrir	6	59	0.101694915254237
adolecer	joven	5	59	0.0847457627118644
adolecer	adolescencia	3	59	0.0508474576271186
adolecer	adolescente	3	59	0.0508474576271186
adolecer	crecer	3	59	0.0508474576271186
adolecer	doler	3	59	0.0508474576271186
adolecer	padecer	3	59	0.0508474576271186
adolecer	carecer	2	59	0.0338983050847458
adolecer	adocelente	1	59	0.0169491525423729
adolecer	adormecer	1	59	0.0169491525423729
adolecer	cambios	1	59	0.0169491525423729
adolecer	determinante	1	59	0.0169491525423729
adolecer	enfermedad	1	59	0.0169491525423729
adolecer	enojo	1	59	0.0169491525423729
adolecer	falta	1	59	0.0169491525423729
adolecer	faltante	1	59	0.0169491525423729
adolecer	fanático	1	59	0.0169491525423729
adolecer	florecer	1	59	0.0169491525423729
adolecer	frío	1	59	0.0169491525423729
adolecer	ignorar	1	59	0.0169491525423729
adolecer	jóvenes	1	59	0.0169491525423729
adolecer	pubertad	1	59	0.0169491525423729
adolecer	sufrira	1	59	0.0169491525423729
adolecer	tener	1	59	0.0169491525423729
adolecer	triste	1	59	0.0169491525423729
adolecer	tristeza	1	59	0.0169491525423729
adolescencia	juventud	10	69	0.144927536231884
adolescencia	dolor	5	69	0.072463768115942
adolescencia	etapa	5	69	0.072463768115942
adolescencia	joven	5	69	0.072463768115942
adolescencia	adolecer	2	69	0.0289855072463768
adolescencia	adolescer	2	69	0.0289855072463768
adolescencia	crecimiento	2	69	0.0289855072463768
adolescencia	edad	2	69	0.0289855072463768
adolescencia	jóvenes	2	69	0.0289855072463768
adolescencia	pubertad	2	69	0.0289855072463768
adolescencia	adolece	1	69	0.0144927536231884
adolescencia	adolescente	1	69	0.0144927536231884
adolescencia	al	1	69	0.0144927536231884
adolescencia	belleza	1	69	0.0144927536231884
adolescencia	cambios	1	69	0.0144927536231884
adolescencia	circunstancia	1	69	0.0144927536231884
adolescencia	compleja	1	69	0.0144927536231884
adolescencia	convalescencia	1	69	0.0144927536231884
adolescencia	crecer	1	69	0.0144927536231884
adolescencia	descontrol	1	69	0.0144927536231884
adolescencia	estupidez	1	69	0.0144927536231884
adolescencia	falta	1	69	0.0144927536231884
adolescencia	felicidad	1	69	0.0144927536231884
adolescencia	hormonas	1	69	0.0144927536231884
adolescencia	identidad	1	69	0.0144927536231884
adolescencia	juventud extrema	1	69	0.0144927536231884
adolescencia	lejana	1	69	0.0144927536231884
adolescencia	libertad	1	69	0.0144927536231884
adolescencia	muerte	1	69	0.0144927536231884
adolescencia	niños	1	69	0.0144927536231884
adolescencia	nostalgia	1	69	0.0144927536231884
adolescencia	noviazgos	1	69	0.0144927536231884
adolescencia	pasado	1	69	0.0144927536231884
adolescencia	pena	1	69	0.0144927536231884
adolescencia	pérdida	1	69	0.0144927536231884
adolescencia	precoz	1	69	0.0144927536231884
adolescencia	primavera	1	69	0.0144927536231884
adolescencia	púber	1	69	0.0144927536231884
adolescencia	rebeldía	1	69	0.0144927536231884
adolescencia	sufrir	1	69	0.0144927536231884
adolescencia	teens	1	69	0.0144927536231884
adolescencia	transición	1	69	0.0144927536231884
adolescente	joven	18	68	0.264705882352941
adolescente	problemas	4	68	0.0588235294117647
adolescente	etapa	2	68	0.0294117647058824
adolescente	hormonas	2	68	0.0294117647058824
adolescente	juventud	2	68	0.0294117647058824
adolescente	niño	2	68	0.0294117647058824
adolescente	pubertad	2	68	0.0294117647058824
adolescente	rebelde	2	68	0.0294117647058824
adolescente	rock	2	68	0.0294117647058824
adolescente	amor	1	68	0.0147058823529412
adolescente	chico	1	68	0.0147058823529412
adolescente	complicación	1	68	0.0147058823529412
adolescente	crecer	1	68	0.0147058823529412
adolescente	crisis	1	68	0.0147058823529412
adolescente	cuestionarse	1	68	0.0147058823529412
adolescente	desafío	1	68	0.0147058823529412
adolescente	edad	1	68	0.0147058823529412
adolescente	estudiante	1	68	0.0147058823529412
adolescente	exploración	1	68	0.0147058823529412
adolescente	g	1	68	0.0147058823529412
adolescente	granos	1	68	0.0147058823529412
adolescente	hijo	1	68	0.0147058823529412
adolescente	hijos	1	68	0.0147058823529412
adolescente	idiotas	1	68	0.0147058823529412
adolescente	imberbe	1	68	0.0147058823529412
adolescente	inconsistencia	1	68	0.0147058823529412
adolescente	inquieto	1	68	0.0147058823529412
adolescente	jove	1	68	0.0147058823529412
adolescente	libre	1	68	0.0147058823529412
adolescente	locura	1	68	0.0147058823529412
adolescente	música	1	68	0.0147058823529412
adolescente	neurótico	1	68	0.0147058823529412
adolescente	niños	1	68	0.0147058823529412
adolescente	pendejo	1	68	0.0147058823529412
adolescente	pobres	1	68	0.0147058823529412
adolescente	primo	1	68	0.0147058823529412
adolescente	púber	1	68	0.0147058823529412
adolescente	quince	1	68	0.0147058823529412
adolescente	reveldia	1	68	0.0147058823529412
adolescente	siempre	1	68	0.0147058823529412
adolescente	teen	1	68	0.0147058823529412
adolescentes	jóvenes	15	70	0.214285714285714
adolescentes	joven	6	70	0.0857142857142857
adolescentes	hijos	3	70	0.0428571428571429
adolescentes	cambios	2	70	0.0285714285714286
adolescentes	edad	2	70	0.0285714285714286
adolescentes	etapa	2	70	0.0285714285714286
adolescentes	juventud	2	70	0.0285714285714286
adolescentes	libertad	2	70	0.0285714285714286
adolescentes	niños	2	70	0.0285714285714286
adolescentes	pubertad	2	70	0.0285714285714286
adolescentes	adolescer	1	70	0.0142857142857143
adolescentes	alcohol	1	70	0.0142857142857143
adolescentes	alegres	1	70	0.0142857142857143
adolescentes	alegría	1	70	0.0142857142857143
adolescentes	arriesgados	1	70	0.0142857142857143
adolescentes	chiquititas	1	70	0.0142857142857143
adolescentes	colegio	1	70	0.0142857142857143
adolescentes	dolor	1	70	0.0142857142857143
adolescentes	esperanza	1	70	0.0142857142857143
adolescentes	estrés	1	70	0.0142857142857143
adolescentes	griterio	1	70	0.0142857142857143
adolescentes	grupo	1	70	0.0142857142857143
adolescentes	gurises	1	70	0.0142857142857143
adolescentes	hirmonas alborotadas	1	70	0.0142857142857143
adolescentes	hormonas	1	70	0.0142857142857143
adolescentes	jivenes	1	70	0.0142857142857143
adolescentes	Jóvenes	1	70	0.0142857142857143
adolescentes	jovenes menores	1	70	0.0142857142857143
adolescentes	liceo	1	70	0.0142857142857143
adolescentes	licwo	1	70	0.0142857142857143
adolescentes	millenial	1	70	0.0142857142857143
adolescentes	música	1	70	0.0142857142857143
adolescentes	pesados	1	70	0.0142857142857143
adolescentes	portadores	1	70	0.0142857142857143
adolescentes	problemas	1	70	0.0142857142857143
adolescentes	púber	1	70	0.0142857142857143
adolescentes	rebeldes	1	70	0.0142857142857143
adolescentes	rebeldía	1	70	0.0142857142857143
adolescentes	renovación	1	70	0.0142857142857143
adolescentes	risas	1	70	0.0142857142857143
adolescentes	ruido	1	70	0.0142857142857143
adolescentes	vínculo	1	70	0.0142857142857143
adorable	lindo	10	69	0.144927536231884
adorable	querible	9	69	0.130434782608696
adorable	tierno	7	69	0.101449275362319
adorable	cariñoso	3	69	0.0434782608695652
adorable	amable	2	69	0.0289855072463768
adorable	bonito	2	69	0.0289855072463768
adorable	bueno	2	69	0.0289855072463768
adorable	encantador	2	69	0.0289855072463768
adorable	hermoso	2	69	0.0289855072463768
adorable	querido	2	69	0.0289855072463768
adorable	simpático	2	69	0.0289855072463768
adorable	afecto	1	69	0.0144927536231884
adorable	amoroso	1	69	0.0144927536231884
adorable	animales	1	69	0.0144927536231884
adorable	bebé	1	69	0.0144927536231884
adorable	bella	1	69	0.0144927536231884
adorable	brillante	1	69	0.0144927536231884
adorable	cachorro	1	69	0.0144927536231884
adorable	cariño	1	69	0.0144927536231884
adorable	corazón	1	69	0.0144927536231884
adorable	corazones	1	69	0.0144927536231884
adorable	criatura	1	69	0.0144927536231884
adorable	cute	1	69	0.0144927536231884
adorable	divina	1	69	0.0144927536231884
adorable	divino	1	69	0.0144927536231884
adorable	dulce	1	69	0.0144927536231884
adorable	gato	1	69	0.0144927536231884
adorable	gatos	1	69	0.0144927536231884
adorable	niño	1	69	0.0144927536231884
adorable	novia	1	69	0.0144927536231884
adorable	oso	1	69	0.0144927536231884
adorable	perro	1	69	0.0144927536231884
adorable	persona	1	69	0.0144927536231884
adorable	precioso	1	69	0.0144927536231884
adorable	suave	1	69	0.0144927536231884
adorable	ternura	1	69	0.0144927536231884
adorable	tierna	1	69	0.0144927536231884
adoración	amor	14	68	0.205882352941176
adoración	dios	11	68	0.161764705882353
adoración	religión	9	68	0.132352941176471
adoración	admiración	3	68	0.0441176470588235
adoración	adoración	1	68	0.0147058823529412
adoración	adorar	1	68	0.0147058823529412
adoración	adulacion	1	68	0.0147058823529412
adoración	alabanza	1	68	0.0147058823529412
adoración	alabanzs	1	68	0.0147058823529412
adoración	alabar	1	68	0.0147058823529412
adoración	amar	1	68	0.0147058823529412
adoración	amar por demás	1	68	0.0147058823529412
adoración	amigo	1	68	0.0147058823529412
adoración	cariño	1	68	0.0147058823529412
adoración	contemplación	1	68	0.0147058823529412
adoración	deidad	1	68	0.0147058823529412
adoración	divina	1	68	0.0147058823529412
adoración	entidad	1	68	0.0147058823529412
adoración	fanatismo	1	68	0.0147058823529412
adoración	fe	1	68	0.0147058823529412
adoración	fervor	1	68	0.0147058823529412
adoración	hermano	1	68	0.0147058823529412
adoración	idolatrar	1	68	0.0147058823529412
adoración	idolatría	1	68	0.0147058823529412
adoración	Jesús	1	68	0.0147058823529412
adoración	lealtad	1	68	0.0147058823529412
adoración	líder	1	68	0.0147058823529412
adoración	loar	1	68	0.0147058823529412
adoración	luz	1	68	0.0147058823529412
adoración	nietos	1	68	0.0147058823529412
adoración	oraci{on	1	68	0.0147058823529412
adoración	querer	1	68	0.0147058823529412
adoración	querido	1	68	0.0147058823529412
adoración	sanación	1	68	0.0147058823529412
adoración	venerar	1	68	0.0147058823529412
adorado	querido	25	67	0.373134328358209
adorado	amado	12	67	0.17910447761194
adorado	dios	3	67	0.0447761194029851
adorado	idolatrado	3	67	0.0447761194029851
adorado	amor	2	67	0.0298507462686567
adorado	hijos	2	67	0.0298507462686567
adorado	venerado	2	67	0.0298507462686567
adorado	alabado	1	67	0.0149253731343284
adorado	bien	1	67	0.0149253731343284
adorado	burno	1	67	0.0149253731343284
adorado	corazón	1	67	0.0149253731343284
adorado	creencias	1	67	0.0149253731343284
adorado	dioses	1	67	0.0149253731343284
adorado	fanatismo	1	67	0.0149253731343284
adorado	hijo	1	67	0.0149253731343284
adorado	loado	1	67	0.0149253731343284
adorado	paisaje	1	67	0.0149253731343284
adorado	parejs	1	67	0.0149253731343284
adorado	pez	1	67	0.0149253731343284
adorado	preciado	1	67	0.0149253731343284
adorado	qierido	1	67	0.0149253731343284
adorado	querible	1	67	0.0149253731343284
adorado	soñado	1	67	0.0149253731343284
adorado	único	1	67	0.0149253731343284
adorado	valioso	1	67	0.0149253731343284
adorar	amar	14	68	0.205882352941176
adorar	querer	12	68	0.176470588235294
adorar	dios	8	68	0.117647058823529
adorar	amor	7	68	0.102941176470588
adorar	culto	3	68	0.0441176470588235
adorar	creer	2	68	0.0294117647058824
adorar	dioses	2	68	0.0294117647058824
adorar	venerar	2	68	0.0294117647058824
adorar	admirar	1	68	0.0147058823529412
adorar	alabar	1	68	0.0147058823529412
adorar	amat	1	68	0.0147058823529412
adorar	apreciar	1	68	0.0147058823529412
adorar	arte	1	68	0.0147058823529412
adorar	cariño	1	68	0.0147058823529412
adorar	Dora	1	68	0.0147058823529412
