cue	response	R1	N	R1.Strength
equilibrado	centrado	3	66	0.0454545454545455
equilibrado	normal	3	66	0.0454545454545455
equilibrado	cuerdo	2	66	0.0303030303030303
equilibrado	sobrio	2	66	0.0303030303030303
equilibrado	aburrido	1	66	0.0151515151515152
equilibrado	alineado	1	66	0.0151515151515152
equilibrado	armonía	1	66	0.0151515151515152
equilibrado	armonizado	1	66	0.0151515151515152
equilibrado	balanciado	1	66	0.0151515151515152
equilibrado	bienestar	1	66	0.0151515151515152
equilibrado	bueno	1	66	0.0151515151515152
equilibrado	calmo	1	66	0.0151515151515152
equilibrado	coherente	1	66	0.0151515151515152
equilibrado	comida	1	66	0.0151515151515152
equilibrado	correcto	1	66	0.0151515151515152
equilibrado	desequilibrado	1	66	0.0151515151515152
equilibrado	desquiciada	1	66	0.0151515151515152
equilibrado	en eje	1	66	0.0151515151515152
equilibrado	equilibrio	1	66	0.0151515151515152
equilibrado	equitativo	1	66	0.0151515151515152
equilibrado	estable	1	66	0.0151515151515152
equilibrado	fin	1	66	0.0151515151515152
equilibrado	flexible	1	66	0.0151515151515152
equilibrado	igual	1	66	0.0151515151515152
equilibrado	importante	1	66	0.0151515151515152
equilibrado	lento	1	66	0.0151515151515152
equilibrado	nivel	1	66	0.0151515151515152
equilibrado	nivelada	1	66	0.0151515151515152
equilibrado	pacífico	1	66	0.0151515151515152
equilibrado	parejo	1	66	0.0151515151515152
equilibrado	paz	1	66	0.0151515151515152
equilibrado	positivo	1	66	0.0151515151515152
equilibrado	proporcionado	1	66	0.0151515151515152
equilibrado	razonable	1	66	0.0151515151515152
equilibrado	sano	1	66	0.0151515151515152
equilibrado	sensato	1	66	0.0151515151515152
equilibrado	tener equilibrio	1	66	0.0151515151515152
equilibrado	tranquilo	1	66	0.0151515151515152
equilibrado	yo	1	66	0.0151515151515152
equilibrado	zen	1	66	0.0151515151515152
equilibrar	balanza	8	66	0.121212121212121
equilibrar	balancear	7	66	0.106060606060606
equilibrar	igualar	6	66	0.0909090909090909
equilibrar	nivelar	4	66	0.0606060606060606
equilibrar	justo	3	66	0.0454545454545455
equilibrar	ajustar	2	66	0.0303030303030303
equilibrar	emparejar	2	66	0.0303030303030303
equilibrar	equidad	2	66	0.0303030303030303
equilibrar	equilibrio	2	66	0.0303030303030303
equilibrar	libra	2	66	0.0303030303030303
equilibrar	vida	2	66	0.0303030303030303
equilibrar	armonía	1	66	0.0151515151515152
equilibrar	armonizar	1	66	0.0151515151515152
equilibrar	balance	1	66	0.0151515151515152
equilibrar	caer	1	66	0.0151515151515152
equilibrar	compensar	1	66	0.0151515151515152
equilibrar	cuerda	1	66	0.0151515151515152
equilibrar	destreza	1	66	0.0151515151515152
equilibrar	distribución	1	66	0.0151515151515152
equilibrar	equino	1	66	0.0151515151515152
equilibrar	hilo	1	66	0.0151515151515152
equilibrar	igualdad	1	66	0.0151515151515152
equilibrar	justicia	1	66	0.0151515151515152
equilibrar	malabares	1	66	0.0151515151515152
equilibrar	mediar	1	66	0.0151515151515152
equilibrar	mente	1	66	0.0151515151515152
equilibrar	neutralizar	1	66	0.0151515151515152
equilibrar	no caer	1	66	0.0151515151515152
equilibrar	paz	1	66	0.0151515151515152
equilibrar	personalidas	1	66	0.0151515151515152
equilibrar	quieto	1	66	0.0151515151515152
equilibrar	ras	1	66	0.0151515151515152
equilibrar	relajar	1	66	0.0151515151515152
equilibrar	repartir	1	66	0.0151515151515152
equilibrar	resolución	1	66	0.0151515151515152
equilibrar	transformación	1	66	0.0151515151515152
equilibrar	ubicar	1	66	0.0151515151515152
equilibrio	balance	11	69	0.159420289855072
equilibrio	paz	6	69	0.0869565217391304
equilibrio	cuerda	4	69	0.0579710144927536
equilibrio	estabilidad	4	69	0.0579710144927536
equilibrio	balanza	3	69	0.0434782608695652
equilibrio	bienestar	3	69	0.0434782608695652
equilibrio	estable	3	69	0.0434782608695652
equilibrio	igualdad	3	69	0.0434782608695652
equilibrio	balanceado	2	69	0.0289855072463768
equilibrio	mental	2	69	0.0289855072463768
equilibrio	mesura	2	69	0.0289855072463768
equilibrio	armónico	1	69	0.0144927536231884
equilibrio	bailarines	1	69	0.0144927536231884
equilibrio	balancear	1	69	0.0144927536231884
equilibrio	calma	1	69	0.0144927536231884
equilibrio	cerebro	1	69	0.0144927536231884
equilibrio	circo	1	69	0.0144927536231884
equilibrio	destreza	1	69	0.0144927536231884
equilibrio	firmeza	1	69	0.0144927536231884
equilibrio	lrden	1	69	0.0144927536231884
equilibrio	mente	1	69	0.0144927536231884
equilibrio	mente sana	1	69	0.0144927536231884
equilibrio	no caer	1	69	0.0144927536231884
equilibrio	oído	1	69	0.0144927536231884
equilibrio	orden	1	69	0.0144927536231884
equilibrio	pesa	1	69	0.0144927536231884
equilibrio	próximo	1	69	0.0144927536231884
equilibrio	quieto	1	69	0.0144927536231884
equilibrio	químico	1	69	0.0144927536231884
equilibrio	sostenido	1	69	0.0144927536231884
equilibrio	tango	1	69	0.0144927536231884
equilibrio	trankilidad	1	69	0.0144927536231884
equilibrio	tranquilidad	1	69	0.0144927536231884
equilibrio	tranquilo	1	69	0.0144927536231884
equilibrio	viga	1	69	0.0144927536231884
equilibrio	vital	1	69	0.0144927536231884
equilibrio	yoga	1	69	0.0144927536231884
equino	caballo	47	66	0.712121212121212
equino	animal	3	66	0.0454545454545455
equino	cabalgar	2	66	0.0303030303030303
equino	caballos	1	66	0.0151515151515152
equino	campo	1	66	0.0151515151515152
equino	cerdo	1	66	0.0151515151515152
equino	exhausto	1	66	0.0151515151515152
equino	lana	1	66	0.0151515151515152
equino	libertad	1	66	0.0151515151515152
equino	montar	1	66	0.0151515151515152
equino	nobleza	1	66	0.0151515151515152
equino	ovino	1	66	0.0151515151515152
equino	porcino	1	66	0.0151515151515152
equino	psz	1	66	0.0151515151515152
equino	terapia	1	66	0.0151515151515152
equino	uno	1	66	0.0151515151515152
equino	vaca	1	66	0.0151515151515152
equipaje	viaje	19	70	0.271428571428571
equipaje	valija	13	70	0.185714285714286
equipaje	maleta	11	70	0.157142857142857
equipaje	maletas	5	70	0.0714285714285714
equipaje	mochila	3	70	0.0428571428571429
equipaje	valijas	3	70	0.0428571428571429
equipaje	bagaje	2	70	0.0285714285714286
equipaje	bolso	2	70	0.0285714285714286
equipaje	viajes	2	70	0.0285714285714286
equipaje	aeropuerto	1	70	0.0142857142857143
equipaje	alfombrado	1	70	0.0142857142857143
equipaje	carga	1	70	0.0142857142857143
equipaje	embalaje	1	70	0.0142857142857143
equipaje	equipo	1	70	0.0142857142857143
equipaje	liviano	1	70	0.0142857142857143
equipaje	pesado	1	70	0.0142857142857143
equipaje	ropa	1	70	0.0142857142857143
equipaje	terrorista	1	70	0.0142857142857143
equipaje	vuelo	1	70	0.0142857142857143
equiparar	igualar	28	64	0.4375
equiparar	comparar	9	64	0.140625
equiparar	equilibrar	6	64	0.09375
equiparar	igualdad	5	64	0.078125
equiparar	equipo	3	64	0.046875
equiparar	equidad	2	64	0.03125
equiparar	alcanzar	1	64	0.015625
equiparar	armar	1	64	0.015625
equiparar	balancear	1	64	0.015625
equiparar	cosas	1	64	0.015625
equiparar	enguantar	1	64	0.015625
equiparar	equilibrio	1	64	0.015625
equiparar	equipaje	1	64	0.015625
equiparar	igialar	1	64	0.015625
equiparar	igual	1	64	0.015625
equiparar	solapar	1	64	0.015625
equiparar	sudministrar	1	64	0.015625
equipo	fútbol	14	68	0.205882352941176
equipo	grupo	14	68	0.205882352941176
equipo	juntos	4	68	0.0588235294117647
equipo	trabajo	4	68	0.0588235294117647
equipo	deporte	3	68	0.0441176470588235
equipo	conjunto	2	68	0.0294117647058824
equipo	juego	2	68	0.0294117647058824
equipo	personas	2	68	0.0294117647058824
equipo	cargado	1	68	0.0147058823529412
equipo	club	1	68	0.0147058823529412
equipo	colaboración	1	68	0.0147058823529412
equipo	compañero	1	68	0.0147058823529412
equipo	coordinado	1	68	0.0147058823529412
equipo	cuadro	1	68	0.0147058823529412
equipo	deportivo football grupo	1	68	0.0147058823529412
equipo	equipo de trabajo	1	68	0.0147058823529412
equipo	éxito	1	68	0.0147058823529412
equipo	fuerza	1	68	0.0147058823529412
equipo	laboratorio	1	68	0.0147058823529412
equipo	muchos	1	68	0.0147058823529412
equipo	multitud	1	68	0.0147058823529412
equipo	nacional	1	68	0.0147058823529412
equipo	organización	1	68	0.0147058823529412
equipo	pantalla	1	68	0.0147058823529412
equipo	Peñarol	1	68	0.0147058823529412
equipo	reunión	1	68	0.0147058823529412
equipo	team	1	68	0.0147058823529412
equipo	unido	1	68	0.0147058823529412
equipo	unión	1	68	0.0147058823529412
equipo	Uruguay	1	68	0.0147058823529412
equipo	varios	1	68	0.0147058823529412
equipos	fútbol	12	68	0.176470588235294
equipos	grupos	7	68	0.102941176470588
equipos	grupo	5	68	0.0735294117647059
equipos	trabajo	4	68	0.0588235294117647
equipos	deporte	3	68	0.0441176470588235
equipos	unión	3	68	0.0441176470588235
equipos	compañeros	2	68	0.0294117647058824
equipos	juego	2	68	0.0294117647058824
equipos	agotador	1	68	0.0147058823529412
equipos	agrupados	1	68	0.0147058823529412
equipos	amistad	1	68	0.0147058823529412
equipos	amor	1	68	0.0147058823529412
equipos	aparatos	1	68	0.0147058823529412
equipos	audio	1	68	0.0147058823529412
equipos	buen	1	68	0.0147058823529412
equipos	carismático	1	68	0.0147058823529412
equipos	colegas	1	68	0.0147058823529412
equipos	conjunto	1	68	0.0147058823529412
equipos	conjuntos	1	68	0.0147058823529412
equipos	consolas	1	68	0.0147058823529412
equipos	cooperar	1	68	0.0147058823529412
equipos	coopwracio	1	68	0.0147058823529412
equipos	discoteca	1	68	0.0147058823529412
equipos	entrenamiento	1	68	0.0147058823529412
equipos	fitbol	1	68	0.0147058823529412
equipos	funcionales	1	68	0.0147058823529412
equipos	gente	1	68	0.0147058823529412
equipos	grupi	1	68	0.0147058823529412
equipos	Laboratorios	1	68	0.0147058823529412
equipos	médicos	1	68	0.0147058823529412
equipos	metodología	1	68	0.0147058823529412
equipos	mudica	1	68	0.0147058823529412
equipos	música	1	68	0.0147058823529412
equipos	pares	1	68	0.0147058823529412
equipos	Peñarol	1	68	0.0147058823529412
equipos	personas	1	68	0.0147058823529412
equipos	team	1	68	0.0147058823529412
equipos	tecnología	1	68	0.0147058823529412
equis	letra	21	66	0.318181818181818
equis	x	5	66	0.0757575757575758
equis	cruz	4	66	0.0606060606060606
equis	incógnita	3	66	0.0454545454545455
equis	matemática	3	66	0.0454545454545455
equis	y	3	66	0.0454545454545455
equis	zeta	2	66	0.0303030303030303
equis	abecedario	1	66	0.0151515151515152
equis	alguno	1	66	0.0151515151515152
equis	caballos	1	66	0.0151515151515152
equis	centro medico	1	66	0.0151515151515152
equis	cualquiera	1	66	0.0151515151515152
equis	cuestionario	1	66	0.0151515151515152
equis	de	1	66	0.0151515151515152
equis	ex	1	66	0.0151515151515152
equis	grafema	1	66	0.0151515151515152
equis	igual	1	66	0.0151515151515152
equis	incierto	1	66	0.0151515151515152
equis	indefinido	1	66	0.0151515151515152
equis	l	1	66	0.0151515151515152
equis	matatematicas	1	66	0.0151515151515152
equis	matematicad	1	66	0.0151515151515152
equis	matemáticas	1	66	0.0151515151515152
equis	multiplicación	1	66	0.0151515151515152
equis	multiplicar	1	66	0.0151515151515152
equis	nieve	1	66	0.0151515151515152
equis	problema	1	66	0.0151515151515152
equis	rayos X	1	66	0.0151515151515152
equis	software	1	66	0.0151515151515152
equis	tal	1	66	0.0151515151515152
equis	talle	1	66	0.0151515151515152
equis	z	1	66	0.0151515151515152
equitación	caballo	28	65	0.430769230769231
equitación	caballos	13	65	0.2
equitación	deporte	6	65	0.0923076923076923
equitación	cabalgar	3	65	0.0461538461538462
equitación	cabalgata	2	65	0.0307692307692308
equitación	cabalgatas	1	65	0.0153846153846154
equitación	caballps	1	65	0.0153846153846154
equitación	Chari	1	65	0.0153846153846154
equitación	equino	1	65	0.0153846153846154
equitación	felicidad	1	65	0.0153846153846154
equitación	monta	1	65	0.0153846153846154
equitación	o	1	65	0.0153846153846154
equitación	parejo	1	65	0.0153846153846154
equitación	placer	1	65	0.0153846153846154
equitación	saltar	1	65	0.0153846153846154
equitación	técnica	1	65	0.0153846153846154
equitación	terapia	1	65	0.0153846153846154
equitación	tranquilidad	1	65	0.0153846153846154
equitativo	igual	21	68	0.308823529411765
equitativo	igualitario	10	68	0.147058823529412
equitativo	justo	9	68	0.132352941176471
equitativo	igualdad	8	68	0.117647058823529
equitativo	ecuánime	2	68	0.0294117647058824
equitativo	parejo	2	68	0.0294117647058824
equitativo	balanza	1	68	0.0147058823529412
equitativo	caballo	1	68	0.0147058823529412
equitativo	desigualdad	1	68	0.0147058823529412
equitativo	equitativa	1	68	0.0147058823529412
equitativo	equivalente	1	68	0.0147058823529412
equitativo	feminismo	1	68	0.0147058823529412
equitativo	gobierno	1	68	0.0147058823529412
equitativo	igual para todos	1	68	0.0147058823529412
equitativo	igualbalanceigualitari	1	68	0.0147058823529412
equitativo	inclusivo	1	68	0.0147058823529412
equitativo	necesario	1	68	0.0147058823529412
equitativo	oportunidades	1	68	0.0147058823529412
equitativo	oportunidaf	1	68	0.0147058823529412
equitativo	paz	1	68	0.0147058823529412
equitativo	reparto	1	68	0.0147058823529412
equitativo	ugualdad	1	68	0.0147058823529412
equivalente	igual	37	67	0.552238805970149
equivalente	parecido	7	67	0.104477611940299
equivalente	similar	5	67	0.0746268656716418
equivalente	igualdad	3	67	0.0447761194029851
equivalente	resultado	3	67	0.0447761194029851
equivalente	matemáticas	2	67	0.0298507462686567
equivalente	signo	2	67	0.0298507462686567
equivalente	banderas	1	67	0.0149253731343284
equivalente	discreta	1	67	0.0149253731343284
equivalente	equilátero	1	67	0.0149253731343284
equivalente	equiparable	1	67	0.0149253731343284
equivalente	igualitario	1	67	0.0149253731343284
equivalente	masa	1	67	0.0149253731343284
equivalente	par	1	67	0.0149253731343284
equivalente	paralelo	1	67	0.0149253731343284
equivocación	error	54	67	0.805970149253731
equivocación	aprendizaje	1	67	0.0149253731343284
equivocación	duda	1	67	0.0149253731343284
equivocación	elección	1	67	0.0149253731343284
equivocación	enamorarse	1	67	0.0149253731343284
equivocación	errar	1	67	0.0149253731343284
equivocación	erróneo	1	67	0.0149253731343284
equivocación	esquivo	1	67	0.0149253731343284
equivocación	examen	1	67	0.0149253731343284
equivocación	humano	1	67	0.0149253731343284
equivocación	incorrecto	1	67	0.0149253731343284
equivocación	normal	1	67	0.0149253731343284
equivocación	repetición	1	67	0.0149253731343284
equivocación	rojo	1	67	0.0149253731343284
equivocado	error	17	66	0.257575757575758
equivocado	errado	15	66	0.227272727272727
equivocado	erróneo	11	66	0.166666666666667
equivocado	mal	5	66	0.0757575757575758
equivocado	incorrecto	2	66	0.0303030303030303
equivocado	apurado	1	66	0.0151515151515152
equivocado	asertivo	1	66	0.0151515151515152
equivocado	cerrado	1	66	0.0151515151515152
equivocado	diferente	1	66	0.0151515151515152
equivocado	errar	1	66	0.0151515151515152
equivocado	errónea	1	66	0.0151515151515152
equivocado	falsedad	1	66	0.0151515151515152
equivocado	herrar	1	66	0.0151515151515152
equivocado	hombre	1	66	0.0151515151515152
equivocado	inadecuado	1	66	0.0151515151515152
equivocado	malvado	1	66	0.0151515151515152
equivocado	negocio	1	66	0.0151515151515152
equivocado	no	1	66	0.0151515151515152
equivocado	perdido	1	66	0.0151515151515152
equivocado	razón	1	66	0.0151515151515152
equivocado	verdad	1	66	0.0151515151515152
equivocar	errar	32	67	0.477611940298507
equivocar	error	14	67	0.208955223880597
equivocar	fallar	3	67	0.0447761194029851
equivocar	aprender	2	67	0.0298507462686567
equivocar	erróneo	2	67	0.0298507462686567
equivocar	errores	2	67	0.0298507462686567
equivocar	aprendizaje	1	67	0.0149253731343284
equivocar	birrar	1	67	0.0149253731343284
equivocar	camino	1	67	0.0149253731343284
equivocar	cuentas	1	67	0.0149253731343284
equivocar	falla	1	67	0.0149253731343284
equivocar	fracasar	1	67	0.0149253731343284
equivocar	intentar	1	67	0.0149253731343284
equivocar	mal	1	67	0.0149253731343284
equivocar	natural	1	67	0.0149253731343284
equivocar	opción	1	67	0.0149253731343284
equivocar	perder	1	67	0.0149253731343284
equivocar	recova	1	67	0.0149253731343284
equivocarse	errar	28	70	0.4
equivocarse	error	14	70	0.2
equivocarse	aprender	5	70	0.0714285714285714
equivocarse	fallar	3	70	0.0428571428571429
equivocarse	errarle	2	70	0.0285714285714286
equivocarse	humano	2	70	0.0285714285714286
equivocarse	pifiar	2	70	0.0285714285714286
equivocarse	bien	1	70	0.0142857142857143
equivocarse	confundirse	1	70	0.0142857142857143
equivocarse	equívoco	1	70	0.0142857142857143
equivocarse	erra	1	70	0.0142857142857143
equivocarse	errad	1	70	0.0142857142857143
equivocarse	errat	1	70	0.0142857142857143
equivocarse	examen	1	70	0.0142857142857143
equivocarse	humanidad	1	70	0.0142857142857143
equivocarse	natural	1	70	0.0142857142857143
equivocarse	niño	1	70	0.0142857142857143
equivocarse	no saver	1	70	0.0142857142857143
equivocarse	perdón	1	70	0.0142857142857143
equivocarse	rectificar	1	70	0.0142857142857143
equivocarse	retractarse	1	70	0.0142857142857143
equívoco	error	34	65	0.523076923076923
equívoco	errar	4	65	0.0615384615384615
equívoco	erróneo	4	65	0.0615384615384615
equívoco	mal	4	65	0.0615384615384615
equívoco	equivocado	3	65	0.0461538461538462
equívoco	errado	3	65	0.0461538461538462
equívoco	ambiguo	1	65	0.0153846153846154
equívoco	aprender	1	65	0.0153846153846154
equívoco	confuso	1	65	0.0153846153846154
equívoco	dificultad	1	65	0.0153846153846154
equívoco	disculpa	1	65	0.0153846153846154
equívoco	equivocarse	1	65	0.0153846153846154
equívoco	errante	1	65	0.0153846153846154
equívoco	escapadizo	1	65	0.0153846153846154
equívoco	fallo	1	65	0.0153846153846154
equívoco	inexplicable	1	65	0.0153846153846154
equívoco	perdone	1	65	0.0153846153846154
equívoco	razón	1	65	0.0153846153846154
equívoco	se equivocó	1	65	0.0153846153846154
era	fue	15	70	0.214285714285714
era	época	13	70	0.185714285714286
era	tiempo	7	70	0.1
era	pasado	5	70	0.0714285714285714
era	años	3	70	0.0428571428571429
era	edad	2	70	0.0285714285714286
era	historia	2	70	0.0285714285714286
era	período	2	70	0.0285714285714286
era	cuaternaria	1	70	0.0142857142857143
era	de	1	70	0.0142857142857143
era	del hielo	1	70	0.0142857142857143
era	es	1	70	0.0142857142857143
era	esa	1	70	0.0142857142857143
era	estaba	1	70	0.0142857142857143
era	etapa	1	70	0.0142857142857143
era	fuiste	1	70	0.0142857142857143
era	geologica	1	70	0.0142857142857143
era	geológica	1	70	0.0142857142857143
era	geologicas	1	70	0.0142857142857143
era	hace una vez	1	70	0.0142857142857143
era	hielo	1	70	0.0142857142857143
era	medieval	1	70	0.0142857142857143
era	momento	1	70	0.0142857142857143
era	paso	1	70	0.0142857142857143
era	prehistórica	1	70	0.0142857142857143
era	quizá	1	70	0.0142857142857143
era	una	1	70	0.0142857142857143
era	una vez	1	70	0.0142857142857143
era	ya	1	70	0.0142857142857143
erección	pene	13	67	0.194029850746269
erección	sexo	10	67	0.149253731343284
erección	duro	3	67	0.0447761194029851
erección	parado	3	67	0.0447761194029851
erección	arriba	2	67	0.0298507462686567
erección	hombre	2	67	0.0298507462686567
erección	alzar	1	67	0.0149253731343284
erección	aumento	1	67	0.0149253731343284
erección	compulsión	1	67	0.0149253731343284
erección	contucion	1	67	0.0149253731343284
erección	crecimiento	1	67	0.0149253731343284
erección	derecho	1	67	0.0149253731343284
erección	dura	1	67	0.0149253731343284
erección	dureza	1	67	0.0149253731343284
erección	elevación	1	67	0.0149253731343284
erección	elevar	1	67	0.0149253731343284
erección	erecto	1	67	0.0149253731343284
erección	erotismo	1	67	0.0149253731343284
erección	escalpelo	1	67	0.0149253731343284
erección	estimulación	1	67	0.0149253731343284
erección	estímulo	1	67	0.0149253731343284
erección	eyaculación	1	67	0.0149253731343284
erección	impotencia	1	67	0.0149253731343284
erección	juventud	1	67	0.0149253731343284
erección	masculina	1	67	0.0149253731343284
erección	masculino	1	67	0.0149253731343284
erección	orgasmo	1	67	0.0149253731343284
erección	palo	1	67	0.0149253731343284
erección	parada	1	67	0.0149253731343284
erección	parar	1	67	0.0149253731343284
erección	pene duro	1	67	0.0149253731343284
erección	pito	1	67	0.0149253731343284
erección	placer	1	67	0.0149253731343284
erección	posición	1	67	0.0149253731343284
erección	reacción	1	67	0.0149253731343284
erección	recta	1	67	0.0149253731343284
erección	rectitud	1	67	0.0149253731343284
erección	sexualidad	1	67	0.0149253731343284
erección	tensión	1	67	0.0149253731343284
erección	yaculacion	1	67	0.0149253731343284
erecto	pene	16	67	0.238805970149254
erecto	parado	11	67	0.164179104477612
erecto	firme	7	67	0.104477611940299
erecto	erguido	6	67	0.0895522388059701
erecto	derecho	4	67	0.0597014925373134
erecto	recto	4	67	0.0597014925373134
erecto	duro	3	67	0.0447761194029851
erecto	levantado	2	67	0.0298507462686567
erecto	árbol	1	67	0.0149253731343284
erecto	electo	1	67	0.0149253731343284
erecto	elevado	1	67	0.0149253731343284
erecto	erección	1	67	0.0149253731343284
erecto	ergido	1	67	0.0149253731343284
erecto	falico	1	67	0.0149253731343284
erecto	fálico	1	67	0.0149253731343284
erecto	falo	1	67	0.0149253731343284
erecto	firt	1	67	0.0149253731343284
erecto	Homo sapiens	1	67	0.0149253731343284
erecto	pino	1	67	0.0149253731343284
erecto	rígido	1	67	0.0149253731343284
erecto	sexo	1	67	0.0149253731343284
erecto	vertical	1	67	0.0149253731343284
eres	ser	18	65	0.276923076923077
eres	sos	16	65	0.246153846153846
eres	soy	8	65	0.123076923076923
eres	tu	7	65	0.107692307692308
eres	tú	3	65	0.0461538461538462
eres	bueno	2	65	0.0307692307692308
eres	seres	2	65	0.0307692307692308
eres	canción	1	65	0.0153846153846154
eres	débil	1	65	0.0153846153846154
eres	descubiri	1	65	0.0153846153846154
eres	existes	1	65	0.0153846153846154
eres	grande	1	65	0.0153846153846154
eres	identidad	1	65	0.0153846153846154
eres	mujer	1	65	0.0153846153846154
eres	mujeres	1	65	0.0153846153846154
eres	verbo	1	65	0.0153846153846154
erguido	parado	23	67	0.343283582089552
erguido	derecho	21	67	0.313432835820896
erguido	alto	4	67	0.0597014925373134
erguido	erecto	2	67	0.0298507462686567
erguido	firme	2	67	0.0298507462686567
erguido	orgulloso	2	67	0.0298507462686567
erguido	afrodescendientes	1	67	0.0149253731343284
erguido	alzado	1	67	0.0149253731343284
erguido	árbol	1	67	0.0149253731343284
erguido	de re ho	1	67	0.0149253731343284
erguido	elevado	1	67	0.0149253731343284
erguido	frente	1	67	0.0149253731343284
erguido	hombros	1	67	0.0149253731343284
erguido	humano	1	67	0.0149253731343284
erguido	levantado	1	67	0.0149253731343284
erguido	manada	1	67	0.0149253731343284
erguido	mono	1	67	0.0149253731343284
erguido	parada	1	67	0.0149253731343284
erguido	recto	1	67	0.0149253731343284
erguirse	pararse	23	64	0.359375
erguirse	levantarse	16	64	0.25
erguirse	derecho	4	64	0.0625
erguirse	enderezarse	2	64	0.03125
erguirse	orgullo	2	64	0.03125
erguirse	definirse	1	64	0.015625
erguirse	doblado	1	64	0.015625
erguirse	escapar	1	64	0.015625
erguirse	espalda	1	64	0.015625
erguirse	estirarase	1	64	0.015625
erguirse	flaco	1	64	0.015625
erguirse	hombre	1	64	0.015625
erguirse	inclinarse	1	64	0.015625
erguirse	incorporarse	1	64	0.015625
erguirse	joroba	1	64	0.015625
erguirse	levantarsr	1	64	0.015625
erguirse	levantatse	1	64	0.015625
erguirse	pararce	1	64	0.015625
erguirse	sambullirse	1	64	0.015625
erguirse	subir	1	64	0.015625
erguirse	triste	1	64	0.015625
erguirse	yo	1	64	0.015625
erizo	animal	13	67	0.194029850746269
erizo	pinches	6	67	0.0895522388059701
erizo	mar	5	67	0.0746268656716418
erizo	púas	5	67	0.0746268656716418
erizo	pinche	4	67	0.0597014925373134
erizo	bicho	2	67	0.0298507462686567
erizo	de mar	2	67	0.0298507462686567
erizo	piel	2	67	0.0298507462686567
erizo	puercoespin	2	67	0.0298507462686567
erizo	punzante	2	67	0.0298507462686567
erizo	africano	1	67	0.0149253731343284
erizo	animañ	1	67	0.0149253731343284
erizo	bonito	1	67	0.0149253731343284
erizo	cabra	1	67	0.0149253731343284
erizo	castaña	1	67	0.0149253731343284
erizo	dolor	1	67	0.0149253731343284
erizo	espinas	1	67	0.0149253731343284
erizo	frío	1	67	0.0149253731343284
erizo	hechizo	1	67	0.0149253731343284
erizo	internet	1	67	0.0149253731343284
erizo	intocable	1	67	0.0149253731343284
erizo	naturaleza	1	67	0.0149253731343284
erizo	perro	1	67	0.0149253731343284
erizo	petiso	1	67	0.0149253731343284
erizo	pincha	1	67	0.0149253731343284
erizo	pincho	1	67	0.0149253731343284
erizo	pinchos	1	67	0.0149253731343284
erizo	profetizo	1	67	0.0149253731343284
erizo	puerco espín	1	67	0.0149253731343284
erizo	puntiagudo	1	67	0.0149253731343284
erizo	ratón	1	67	0.0149253731343284
erizo	silvestre	1	67	0.0149253731343284
erizo	sumo	1	67	0.0149253731343284
erizo	ternura	1	67	0.0149253731343284
ermita	ermitaño	5	43	0.116279069767442
ermita	iglesia	4	43	0.0930232558139535
ermita	soledad	4	43	0.0930232558139535
ermita	cueva	3	43	0.0697674418604651
ermita	santo	2	43	0.0465116279069767
ermita	solo	2	43	0.0465116279069767
ermita	bicho	1	43	0.0232558139534884
ermita	capilla	1	43	0.0232558139534884
ermita	caverna	1	43	0.0232558139534884
ermita	cerrado	1	43	0.0232558139534884
ermita	dormir	1	43	0.0232558139534884
ermita	druida	1	43	0.0232558139534884
ermita	esconde	1	43	0.0232558139534884
ermita	figura	1	43	0.0232558139534884
ermita	hacia adentro	1	43	0.0232558139534884
ermita	lugar	1	43	0.0232558139534884
ermita	mineral	1	43	0.0232558139534884
ermita	monasterio	1	43	0.0232558139534884
ermita	monje	1	43	0.0232558139534884
ermita	monjes	1	43	0.0232558139534884
ermita	monumento	1	43	0.0232558139534884
ermita	no	1	43	0.0232558139534884
ermita	olla	1	43	0.0232558139534884
ermita	oración	1	43	0.0232558139534884
ermita	religión	1	43	0.0232558139534884
ermita	rima	1	43	0.0232558139534884
ermita	tranquilidad	1	43	0.0232558139534884
ermita	tumba	1	43	0.0232558139534884
ermita	virgen	1	43	0.0232558139534884
ermitaño	solitario	22	64	0.34375
ermitaño	soledad	6	64	0.09375
ermitaño	solo	6	64	0.09375
ermitaño	aislado	2	64	0.03125
ermitaño	antisocial	2	64	0.03125
ermitaño	hosco	2	64	0.03125
ermitaño	uraño	2	64	0.03125
ermitaño	viejo	2	64	0.03125
ermitaño	anciano	1	64	0.015625
ermitaño	bohemio	1	64	0.015625
ermitaño	cavernícola	1	64	0.015625
ermitaño	cerrado	1	64	0.015625
ermitaño	emigrante	1	64	0.015625
ermitaño	eremita	1	64	0.015625
ermitaño	escondido	1	64	0.015625
ermitaño	lejos	1	64	0.015625
ermitaño	llinyera	1	64	0.015625
ermitaño	montaña	1	64	0.015625
ermitaño	naruto	1	64	0.015625
ermitaño	reservado	1	64	0.015625
ermitaño	retraído	1	64	0.015625
ermitaño	sí	1	64	0.015625
ermitaño	solirario	1	64	0.015625
ermitaño	solitarios	1	64	0.015625
ermitaño	sólo	1	64	0.015625
ermitaño	uranio	1	64	0.015625
ermitaño	viajero	1	64	0.015625
ermitaño	yo	1	64	0.015625
erótico	sexual	15	68	0.220588235294118
erótico	sensual	13	68	0.191176470588235
erótico	sexo	13	68	0.191176470588235
erótico	sexy	8	68	0.117647058823529
erótico	caliente	2	68	0.0294117647058824
erótico	pareja	2	68	0.0294117647058824
